1.collectionobject.catalogNumber,"1,10.collectingevent.startDateNumericYear","1,10.collectingevent.startDate","1,9-determinations.collectionobject.determinations","1,10,30-collectors.collectingevent.collectors","1,10,30-collectors,5.agent.abbreviation","1,9-determinations,5-determiner.determination.determiner","1,9-determinations.determination.determinedDate","1,10,2.locality.localityName","1,10,2.collectingevent.locality","1,10,2,3.locality.geography","1,111-collectionobjectattachments,41.attachment.attachmentLocation"
700391,1922,10/09/1922,Cystopteris fragilis (current) ,"Porsild, A.",,,,"Engelskmandens Havn. Groenl. Occid. Disko, Godhavn.","Engelskmandens Havn. Groenl. Occid. Disko, Godhavn.; Greenland",Greenland,sp64922804478966179333.att.jpg
700396,1911,02/08/1911,Cystopteris fragilis (current) ,"Porsild, Morten",,,,"Disko, Mellemfjord, Kuanit.","Disko, Mellemfjord, Kuanit.; Greenland",Greenland,sp61392161654577694537.att.jpg
700397,1913,20/07/1913,Cystopteris fragilis (current) ,"Josh, W.",,,,Eke.,Eke.; Greenland,Greenland,sp68141663077183353835.att.jpg
700405,1902,14/08/1902,Cystopteris fragilis f. cynapiifolia (current) ,"Porsild, Morten",,,,"Groenl. Occident.; Disco, Mellemfjordens Nordkjel* Kvanstedet.","Groenl. Occident.; Disco, Mellemfjordens Nordkjel* Kvanstedet.; Greenland",Greenland,sp67248524452006265765.att.jpg
700407,1912,15/07/1912,Cystopteris fragilis (current) ,"Porsild, Thorbjørn",,,,Engelskmandens Havn. v. Godhavn. Disko.,Engelskmandens Havn. v. Godhavn. Disko.; Greenland,Greenland,sp68429537896206375130.att.jpg
700413,1932,05/07/1932,Cystopteris fragilis (current) ,"Grøntved, Johs.",,,,"Vest-Grønland. Disko: Østerlien"" ved den Arkt. Station.""","Vest-Grønland. Disko: Østerlien"" ved den Arkt. Station.""; Greenland",Greenland,sp66111580106337832792.att.jpg
700416,1924,15/06/1924,Cystopteris fragilis (current) ,"Ødum, H.",,,,Godhavn.,Godhavn.; Greenland,Greenland,sp68647372974306979473.att.jpg
700417,1923,27/07/1923,Cystopteris fragilis (current) ,"Porsild, A.",,,,"Groenl. Occid. S. Disko. Godhavn, Engelskmandens Havn.","Groenl. Occid. S. Disko. Godhavn, Engelskmandens Havn.; Greenland",Greenland,sp67099670842227532472.att.jpg
700419,1883,30/07/1883,Cystopteris fragilis (current) ,Sylow,,,,Jakobshavn (V. Grónland).,Jakobshavn (V. Grónland).; Greenland,Greenland,sp66422719490493419638.att.jpg
700423,1912,15/07/1912,Cystopteris fragilis (current) ,M.P.P.,,,,Engelskmandens Havn.,Engelskmandens Havn.; Greenland,Greenland,sp6362299309569901118.att.jpg
700432,1902,12/08/1902,Cystopteris fragilis var. acutidentata* (current) ,"Porsild, Morten",,,,"I Skyggefield* Klippespalter* ved Vandfald*. Groenl. Occident.; Disco, Mellen fjorden Sarkarmek* illosmek*.","I Skyggefield* Klippespalter* ved Vandfald*. Groenl. Occident.; Disco, Mellen fjorden Sarkarmek* illosmek*.; Greenland",Greenland,sp61671289697891298068.att.jpg
700466,1928,11/07/1928,Cystopteris fragilis (current) ,"Mørch, E.",,,,"Disko, Godhavn.","Disko, Godhavn.; Greenland",Greenland,sp66231366370178997113.att.jpg
700635,1935,27/07/1935,Cystopteris fragilis (current) ,"Porsild, M.P.",,,,Vest-Grønl. Agpatsiait.,Vest-Grønl. Agpatsiait.; Greenland,Greenland,sp62808954599624196586.att.jpg
700637,1929,14/07/1929,Cystopteris fragilis (current) ,"Porsild et al., M.P.",,,,"Vest-Grønl. Upernivik Ø, Gnejs.","Vest-Grønl. Upernivik Ø, Gnejs.; Greenland",Greenland,sp66341763196518135314.att.jpg
700639,1929,14/07/1929,Cystopteris fragilis (current) ,"Porsild et al., M.P.",,,,"Vest-Grønl. Upernivik Ø, Gnejs.","Vest-Grønl. Upernivik Ø, Gnejs.; Greenland",Greenland,sp69051455093249208832.att.jpg
700640,1935,27/07/1935,Cystopteris fragilis (current) ,"Porsild, M.P.",,,,Vest-Grønl. Agpatsiait.,Vest-Grønl. Agpatsiait.; Greenland,Greenland,sp64743145932937139417.att.jpg
700643,1911,01/08/1911,Cystopteris fragilis (current) ,"Porsild, Morten",,,,"Vest Grönland, Amitsuarssuk Fjord, Kingua.","Vest Grönland, Amitsuarssuk Fjord, Kingua.; Greenland",Greenland,sp67897080590097754154.att.jpg
700645,1911,26/07/1911,Cystopteris fragilis f. equapinfolia* (current) ,"Porsild, Morten",,,,"Vest Grönland, Prøven.","Vest Grönland, Prøven.; Greenland",Greenland,sp68366257379646403738.att.jpg
700672,1917,1917,Cystopteris fragilis (current) ,"Olsen, Gustav",,,,N.W. Greenl. Inglefield Bay: the mission station.,N.W. Greenl. Inglefield Bay: the mission station.; Greenland,Greenland,sp66019474043213177381.att.jpg
700673,1914,29/07/1914,Cystopteris fragilis (current) ,"Ekblaw, W.",,,,"Thule, N. W. Greenland. Region of North Star Bay. South of University Ridge. eft. Brel-side s.f. Thule Stat.*","Thule, N. W. Greenland. Region of North Star Bay. South of University Ridge. eft. Brel-side s.f. Thule Stat.*; Greenland",Greenland,sp61234214716334482829.att.jpg
700411,1892,02/07/1892,Cystopteris fragilis var. dentata (current) ,"Vanhöffen, E.",,,,Groenlandiae boreali-occidentalis. Gebiet des Umanak-Fjords. Umanak.,Groenlandiae boreali-occidentalis. Gebiet des Umanak-Fjords. Umanak.; Greenland,Greenland,sp63923867358736145283.att.jpg
700418,1884,20/07/1884,Cystopteris fragilis var. lobulato-dentata (current) ,"Warming et al., Eug.",,,,Basalt. Godhavn. Disco.,Basalt. Godhavn. Disco.; Greenland,Greenland,sp66366305131462281733.att.jpg
695108,1932,23/07/1932,Diphasium alpinum (current) ,"Bøgvad, Rich",,,,Sydøst-Grønland. Vestdal af Langø.,Sydøst-Grønland. Vestdal af Langø.; Greenland,Greenland,sp61222608135125044832.att.jpg
694953,1880,30/07/1880,Diphasium complanatum complanatum (current) ,"Petersen, Carl",,,,Kugsuak*: Tasermiutfjorden.,Kugsuak*: Tasermiutfjorden.; Greenland,Greenland,sp65174550636821039485.att.jpg
694961,1937,20/08/1937,Diphasium complanatum complanatum (current) ,"Grøntved, Johs.",,,,Sletten i Hede.,Sletten i Hede.; Greenland,Greenland,sp68919503491454955094.att.jpg
694962,1889,06/09/1889,Diphasium complanatum complanatum (current) ,"Hartz, N.",,,,"Groenl. austr.: Tasermiut, i Dirkeskor*.","Groenl. austr.: Tasermiut, i Dirkeskor*.; Greenland",Greenland,sp61431424492272370531.att.jpg
695438,1931,16/08/1931,Diphasium complanatum complanatum (current) ,"Porsild, Morten",,,,"Groenl. Occid. Ameralik Fjord, Eqaluit i Ameragdla.","Groenl. Occid. Ameralik Fjord, Eqaluit i Ameragdla.; Greenland",Greenland,sp65436191802679174465.att.jpg
700103,1929,16/06/1929,Dryopteris austriaca euspinulosa (current) ,"Mørch, E.",,,,Stærkodder Havn.,Stærkodder Havn.; Greenland,Greenland,sp65706700792685157048.att.jpg
699894,1931,07/09/1931,Dryopteris austriaca (current) ,"Tornøe, J.",,,,Aust-Grønland. Smalfjorden: Mortensberg.,Aust-Grønland. Smalfjorden: Mortensberg.; Greenland,Greenland,sp64996712798387291624.att.jpg
699823,1925,13/07/1925,Dryopteris dilatata var. americana (current) ,"Porsild, A.",,,,"Syd-Grønl. Bjørnedal, Arsuk Fjord.","Syd-Grønl. Bjørnedal, Arsuk Fjord.; Greenland",Greenland,sp6640951018191282910.att.jpg
699897,1932,13/10/1932,Dryopteris dilatata var. americana (current) ,"Bøgvad, Rich",,,,Sydøst-Grønland. Ikerasasuk liad* n.f. Nanortalik-Øen.,Sydøst-Grønland. Ikerasasuk liad* n.f. Nanortalik-Øen.; Greenland,Greenland,sp62866877884169805788.att.jpg
700104,1926,12/09/1926,Dryopteris dilatata (current) ,"Ødum, H.",,,,Sioralik.,Sioralik.; Greenland,Greenland,sp68786510480221538121.att.jpg
700120,1931,21/08/1931,Dryopteris dilatata var. americana (current) ,"Lofting, C.",,,,"Groenl. Occid. Godthaabs Fjord, Ujaragssuit.","Groenl. Occid. Godthaabs Fjord, Ujaragssuit.; Greenland",Greenland,sp62821887868230863826.att.jpg
699891,1891,1891,Dryopteris dilatata var. americana (current) ,"Lundholm, Eleonora",,,,"Sydgrönland, Pamiagdluk.","Sydgrönland, Pamiagdluk.; Greenland",Greenland,sp66410853526165533730.att.jpg
699915,1936,05/08/1936,Dryopteris dilatata var. americana (current) ,"Lynge, A.",,,,Vest-Grønl. Julianehaab.,Vest-Grønl. Julianehaab.; Greenland,Greenland,sp66588097415094425802.att.jpg
700102,1889,08/1889,Dryopteris (current) ,"Hartz, N.",,,,Groenl. austr.: Sakkak.,Groenl. austr.: Sakkak.; Greenland,Greenland,sp63224220226459885852.att.jpg
700097,1937,12/07/1937,Dryopteris spinulosa var. americana (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Sydproven.,Julianehaab Distrikt. Sydproven.; Greenland,Greenland,sp6708936116134253082.att.jpg
700107,1937,04/07/1937,Dryopteris spinulosa var. americana (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Qagsimiut.,Julianehaab Distrikt. Qagsimiut.; Greenland,Greenland,sp61330914385450289952.att.jpg
699916,1937,10/08/1937,Dryopteris spinulosa var. americana (current) ,"Grøntved, Johs.",,,,Eqaluit i Igaliko Fjorden.,Eqaluit i Igaliko Fjorden.; Greenland,Greenland,sp65186332168892290506.att.jpg
699907,1937,29/07/1937,Dryopteris spinulosa (current) ,"Grøntved, Johs.",,,,Sermilik i Klipper. Sermilik Fj.,Sermilik i Klipper. Sermilik Fj.; Greenland,Greenland,sp65613632797713355953.att.jpg
699908,1937,26/08/1937,Dryopteris spinulosa (current) ,"Grøntved, Johs.",,,,Fjeldet bag Julianehaab.,Fjeldet bag Julianehaab.; Greenland,Greenland,sp66341533905529179491.att.jpg
699917,1937,17/08/1937,Dryopteris spinulosa (current) ,"Grøntved, Johs.",,,,"Sletten, i Klipper.","Sletten, i Klipper.; Greenland",Greenland,sp68534892246878808650.att.jpg
699918,1937,20/08/1937,Dryopteris spinulosa (current) ,"Grøntved, Johs.",,,,"Sletten, i Klipper.","Sletten, i Klipper.; Greenland",Greenland,sp64980753325575443795.att.jpg
699920,1937,20/08/1937,Dryopteris spinulosa (current) ,"Grøntved, Johs.",,,,"Sletten, i Krat (Salix).","Sletten, i Krat (Salix).; Greenland",Greenland,sp61790680623196273324.att.jpg
699923,1937,10/08/1937,Dryopteris spinulosa (current) ,"Grøntved, Johs.",,,,Eqaluit i Igaliko Fjorden.,Eqaluit i Igaliko Fjorden.; Greenland,Greenland,sp61850764926420279280.att.jpg
700098,1937,12/07/1937,Dryopteris spinulosa (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Sydproven.,Julianehaab Distrikt. Sydproven.; Greenland,Greenland,sp62537689678615260263.att.jpg
700099,1937,26/07/1937,Dryopteris spinulosa (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Qagdlumiut.,Julianehaab Distrikt. Qagdlumiut.; Greenland,Greenland,sp62371445914706124874.att.jpg
700100,1937,12/07/1937,Dryopteris spinulosa (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Sydproven.,Julianehaab Distrikt. Sydproven.; Greenland,Greenland,sp67136654243328624835.att.jpg
700101,1937,07/07/1937,Dryopteris spinulosa (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Julianehaab.,Julianehaab Distrikt. Julianehaab.; Greenland,Greenland,sp62229444721249583300.att.jpg
692776,1915,13/08/1915,Equisetum arvense var. boreale (current) ,"Ekblaw, W.",,,,"Wet ledge beyond delta, Etah.","Wet ledge beyond delta, Etah.; Greenland",Greenland,sp63472568544478917623.att.jpg
692991,1900,1900,Equisetum arvense var. boreale (current) ,"Kruuse, C.",,,,Groenlandiam orientalem. Kap Dalton.,Groenlandiam orientalem. Kap Dalton.; Greenland,Greenland,sp64423434120906359031.att.jpg
693003,1902,22/06/1902,Equisetum arvense var. boreale (current) ,"Kruuse, C.",,,,Groenlandiam orientalem. Sandfladen Kingorssuak*.,Groenlandiam orientalem. Sandfladen Kingorssuak*.; Greenland,Greenland,sp67468396113459059441.att.jpg
693184,1890,07/1890,Equisetum arvense var. boreale (current) ,"Hartz, N.",,,,Kingua Orpiksuit*- Submers* i en lille Só.,Kingua Orpiksuit*- Submers* i en lille Só.; Greenland,Greenland,sp65170939938113850519.att.jpg
693001,1902,24/07/1902,Equisetum arvense var. campestre (current) ,"Kruuse, C.",,,,Groenlandiam orientalem. Kingorsuak. Sandfladen Veye lationsdannen.*,Groenlandiam orientalem. Kingorsuak. Sandfladen Veye lationsdannen.*; Greenland,Greenland,sp64576032014856409905.att.jpg
693232,1918,05/08/1918,Equisetum arvense var. campestre (current) ,"Porsild, Morten",,,,Vest Grønland: Ipiutarssuaq.,Vest Grønland: Ipiutarssuaq.; Greenland,Greenland,sp63077817367712160508.att.jpg
693303,1891,03/08/1891,Equisetum arvense var. campestre (current) ,"Hartz, N.",,,,Groenlandiam orientalem. Jamesons Land.,Groenlandiam orientalem. Jamesons Land.; Greenland,Greenland,sp64487954771741752920.att.jpg
692723,1931,23/07/1931,Equisetum arvense (current) ,"Johansen, Fritz",,,,Groenl. occ. Nye Havn paa Sardlia Øen Melville Bugten.,Groenl. occ. Nye Havn paa Sardlia Øen Melville Bugten.; Greenland,Greenland,sp67207112724714142.att.jpg
692736,1878,29/07/1878,Equisetum arvense f. borealis (current) ,"Steenstrup, K.",,,,"N. Gronland, Svartenhuk, Uvkusigssat.","N. Gronland, Svartenhuk, Uvkusigssat.; Greenland",Greenland,sp62519608261873240474.att.jpg
692737,1931,07/1931,Equisetum arvense (current) ,"Johansen, Fritz",,,,Groenl. occ. Upernivik.,Groenl. occ. Upernivik.; Greenland,Greenland,sp67607777703080789942.att.jpg
692739,1888,31/07/1888,Equisetum arvense (current) ,"Hansen, S.",,,,"Igdlorsuit, Ubekjendt Eiland.","Igdlorsuit, Ubekjendt Eiland.; Greenland",Greenland,sp64912045423752397855.att.jpg
692740,1911,29/07/1911,Equisetum arvense (current) ,"Porsild, Morten",,,,"Vest Grönland, Laksefjord, Orpik.","Vest Grönland, Laksefjord, Orpik.; Greenland; 72.5166666670",Greenland,sp61204632238716472742.att.jpg
692750,1936,13/07/1936,Equisetum arvense (current) ,"Vibe, Chr.",,,,Den nath. Undersøgelsesrejse til NV-Gr.,Den nath. Undersøgelsesrejse til NV-Gr.; Greenland,Greenland,sp65410360742050703435.att.jpg
692758,1911,23/08/1911,Equisetum arvense (current) ,"Freuchen, P.",,,,"NV. Gronland, Nordre Umanak.","NV. Gronland, Nordre Umanak.; Greenland",Greenland,sp68832888012965678634.att.jpg
692772,1914,31/07/1914,Equisetum arvense (current) ,"Freuchen, P.",,,,N.W. Groenl. Kap York: Thule.,N.W. Groenl. Kap York: Thule.; Greenland,Greenland,sp66209975381086232934.att.jpg
692773,1914,31/07/1914,Equisetum arvense (current) ,"Freuchen, P.",,,,N.W. Groenl. Kap York: Thule.,N.W. Groenl. Kap York: Thule.; Greenland,Greenland,sp67098133857130049773.att.jpg
692774,1936,14/08/1936,Equisetum arvense (current) ,"Salomonsen, Finn",,,,N.V.-Grønland. 36. Thule.,N.V.-Grønland. 36. Thule.; Greenland,Greenland,sp62859054268609467161.att.jpg
692778,1921,02/08/1921,Equisetum arvense (current) ,"Nygaard, J.",,,,"N.W. Greenland: Murchison Sound, Igdlorssuit.","N.W. Greenland: Murchison Sound, Igdlorssuit.; Greenland",Greenland,sp61678599963952721723.att.jpg
692779,1916,15/07/1916,Equisetum arvense (current) ,"Koch, Lange",,,,"NW Greenl., Wolstenholme Sound: Thule.","NW Greenl., Wolstenholme Sound: Thule.; Greenland",Greenland,sp61290347237881175681.att.jpg
692822,1908,16/07/1908,Equisetum arvense var. riparium (current) ,"Lundager, Andr.",,"Ostenfeld, C. H.",,"Groenlandia bor.-orient., Danmarks Havn.","Groenlandia bor.-orient., Danmarks Havn.; Greenland",Greenland,sp62901074010541882892.att.jpg
692829,1933,13/08/1933,Equisetum arvense (current) ,"Sørensen, Thorv.",,,,East Greenland. Skærfjord: North side of Klægbugt.,East Greenland. Skærfjord: North side of Klægbugt.; Greenland,Greenland,sp6271221762512376870.att.jpg
692833,1939,08/08/1939,Equisetum arvense (current) ,"Gelting, Paul",,,,Germania Land: Mørkefjord.,Germania Land: Mørkefjord.; Greenland,Greenland,sp68334277099254515279.att.jpg
692834,1939,21/07/1939,Equisetum arvense (current) ,"Gelting, Paul",,,,Germania Land: Mørkefjord.,Germania Land: Mørkefjord.; Greenland,Greenland,sp61140852329211305080.att.jpg
692835,1939,21/07/1939,Equisetum arvense (current) ,"Gelting, Paul",,,,"Mørkefjord, the lakes east of Gravsletten.","Mørkefjord, the lakes east of Gravsletten.; Greenland",Greenland,sp65209330067648983703.att.jpg
692836,1939,04/08/1939,Equisetum arvense (current) ,"Gelting, Paul",,,,"Head of Mørkefjord, Bundfjeldet.","Head of Mørkefjord, Bundfjeldet.; Greenland",Greenland,sp63955833562587980060.att.jpg
692850,1917,15/07/1917,Equisetum arvense (current) ,"Wulff, Th.",,,,Grønlands Nordkyst. Sommerdalen* west of the delta.,Grønlands Nordkyst. Sommerdalen* west of the delta.; Greenland,Greenland,sp69127615550693100259.att.jpg
692881,1902,29/07/1902,Equisetum arvense f. submersa (current) ,"Porsild, Morten",,,,Under* 1-2 For* Vand* i* Soen* ved* Mundingen* af* Hammers Dal.,Under* 1-2 For* Vand* i* Soen* ved* Mundingen* af* Hammers Dal.; Greenland,Greenland,sp65394486428505416734.att.jpg
692894,1939,09/07/1939,Equisetum arvense (current) ,"Rosenkrantz, A.",,,,"Serfat, Nugssuaqhalvøen.","Serfat, Nugssuaqhalvøen.; Greenland",Greenland,sp62018525958791696030.att.jpg
692927,1898,05/07/1898,Equisetum arvense (current) ,"Pedersen, Morten",,,,"Groenl. occident.; Disco, Sinigfik.","Groenl. occident.; Disco, Sinigfik.; Greenland",Greenland,sp61946031016704534425.att.jpg
692930,1937,08/06/1937,Equisetum arvense (current) ,"Porsild, Morten",,,,"M. gronne aks indenfor Indhegningen.* Groenl. Occid. Disko, nær Arktisk Station. Godhavn.","M. gronne aks indenfor Indhegningen.* Groenl. Occid. Disko, nær Arktisk Station. Godhavn.; Greenland",Greenland,sp69165826798667474103.att.jpg
692931,1923,28/07/1923,Equisetum arvense (current) ,"Porsild, A.",,,,"GROENL. OCCID. S. Disko, Godhavn.","GROENL. OCCID. S. Disko, Godhavn.; Greenland",Greenland,sp61862792337207371816.att.jpg
692935,1867,1867,Equisetum arvense (current) ,Prikket et al.,,,,Nord. Gronland. Ad Kudliset (Disco).*,Nord. Gronland. Ad Kudliset (Disco).*; Greenland,Greenland,sp6625377086932947078.att.jpg
692944,1932,24/07/1932,Equisetum arvense (current) ,"Grøntved, Johs.",,,,Vest-Grønland. Disko: Sinigfik i en lille Dal ca. 2 km N. for Söen.*,Vest-Grønland. Disko: Sinigfik i en lille Dal ca. 2 km N. for Söen.*; Greenland,Greenland,sp6172215832471225371.att.jpg
692945,1932,09/07/1932,Equisetum arvense (current) ,"Grøntved, Johs.",,,,Vest-Grønland. Nûgssuaq Halvoen Sydkysten ndr Patût.*,Vest-Grønland. Nûgssuaq Halvoen Sydkysten ndr Patût.*; Greenland,Greenland,sp6354605852811732341.att.jpg
692950,1937,08/06/1937,Equisetum arvense (current) ,"Porsild, Morten",,,,"Nrd gronne skud ved Basis.* Groenl. Occid. Disko, næs Arktisk Station, Indhegningen*. Godhavn.","Nrd gronne skud ved Basis.* Groenl. Occid. Disko, næs Arktisk Station, Indhegningen*. Godhavn.; Greenland",Greenland,sp67328214134218355716.att.jpg
692968,1938,30/08/1938,Equisetum arvense (current) ,"Sorgenfrei, Th.",,,,"W Greenland, Nûgssuaq, northern part of Sarqaqdalen, Saningassoq.","W Greenland, Nûgssuaq, northern part of Sarqaqdalen, Saningassoq.; Greenland",Greenland,sp67071149877849199664.att.jpg
692969,1938,30/08/1938,Equisetum arvense (current) ,"Sorgenfrei, Th.",,,,"W Greenland, Nûgssuaq, northern part of Sarqaqdalen, Saningassoq.","W Greenland, Nûgssuaq, northern part of Sarqaqdalen, Saningassoq.; Greenland",Greenland,sp69186679305773648988.att.jpg
692970,1938,18/07/1938,Equisetum arvense (current) ,"Sorgenfrei, Th.",,,,"W Greenland, Nûgssuaq, Tunorssuaq.","W Greenland, Nûgssuaq, Tunorssuaq.; Greenland",Greenland,sp6784478316119982139.att.jpg
692993,1932,27/07/1932,Equisetum arvense (current) ,"Böcher, Tyge",,,,Øst-Grønland. Sydesp. Bjersvas 260 m on lange Bæk Fjorden n.f. Kap Rain.*,Øst-Grønland. Sydesp. Bjersvas 260 m on lange Bæk Fjorden n.f. Kap Rain.*; Greenland,Greenland,sp68225155176419051499.att.jpg
692995,1933,23/08/1933,Equisetum arvense (current) ,"Jørgensen, N.*",,,,Sydøst-Grønland. Nikis* Fjord.,Sydøst-Grønland. Nikis* Fjord.; Greenland,Greenland,sp61853498506523550224.att.jpg
693000,1899,11/08/1899,Equisetum arvense f. decumbens (current) ,"Kruuse, C.",,,,Groenlandiam orientalem. Ikalek*.,Groenlandiam orientalem. Ikalek*.; Greenland,Greenland,sp68505018855419478380.att.jpg
693002,1902,22/06/1902,Equisetum arvense f. decumbens (current) ,"Kruuse, C.",,,,Groenlandiam orientalem. Sandfladen Kingorssuak*.,Groenlandiam orientalem. Sandfladen Kingorssuak*.; Greenland,Greenland,sp64428535335712840079.att.jpg
693004,1933,31/07/1933,Equisetum arvense (current) ,"Jørgensen, M.",,,,Sydøst-Grønland. Station near Kumiut adingat*.,Sydøst-Grønland. Station near Kumiut adingat*.; Greenland,Greenland,sp63617388128604448162.att.jpg
693005,1933,27/07/1933,Equisetum arvense (current) ,"Jørgensen, M.",,,,Sydøst-Grønland. Angmagssalik. Blomsterdalen.,Sydøst-Grønland. Angmagssalik. Blomsterdalen.; Greenland,Greenland,sp67470526795653598270.att.jpg
693024,1932,27/07/1932,Equisetum arvense (current) ,"Bøgvad, Rich",,,,"Sydøst-Grønland. Agnatfjord i Umanak-Fjord, Østdalen.","Sydøst-Grønland. Agnatfjord i Umanak-Fjord, Østdalen.; Greenland",Greenland,sp68155035919217983537.att.jpg
